split,fold,tournament,calendar_year,hemisphere,target,weight_v4,baseline_score,candidate_score,delta
development,summer_internationals_2022,summer_internationals,2022,mixed,missed_conversion_goals,0.25,0.6694166145009014,0.6760903716660552,0.0066737571651538374
development,summer_internationals_2022,summer_internationals,2022,mixed,penalty_goals,0.5,0.44328727365067166,0.44328727365067166,0.0
development,summer_internationals_2022,summer_internationals,2022,mixed,missed_penalty_goals,0.5,0.7769797677624273,0.7769797677624273,0.0
development,summer_internationals_2022,summer_internationals,2022,mixed,drop_goals_converted,0.75,0.7846182946421426,0.9095800623909854,0.12496176774884282
development,summer_internationals_2022,summer_internationals,2022,mixed,drop_goal_missed,0.65,0.5247096167746643,0.48264476284230895,-0.04206485393235537
development,summer_internationals_2022,summer_internationals,2022,mixed,defenders_beaten,0.25,0.9507508877469345,0.9533865570913758,0.0026356693444412604
development,summer_internationals_2022,summer_internationals,2022,mixed,clean_breaks,0.2,0.9471640172417287,0.9721059461391605,0.024941928897431742
development,summer_internationals_2022,summer_internationals,2022,mixed,offload,0.25,1.0521944618518473,1.05111176339901,-0.0010826984528373718
development,summer_internationals_2022,summer_internationals,2022,mixed,runs,0.6,0.9490930427016294,0.9321768497151183,-0.016916192986511147
development,summer_internationals_2022,summer_internationals,2022,mixed,tackles,0.65,1.0314886910088479,1.0209784814258687,-0.010510209582979213
development,summer_internationals_2022,summer_internationals,2022,mixed,missed_tackles,0.4,1.0244455692423842,1.0267051020748825,0.0022595328324983566
development,summer_internationals_2022,summer_internationals,2022,mixed,rucks_won,0.6,0.6266026459449567,0.6214807829004879,-0.005121863044468822
development,summer_internationals_2022,summer_internationals,2022,mixed,rucks_lost,0.65,0.9536266759673343,0.9530603156844516,-0.0005663602828827052
development,summer_internationals_2022,summer_internationals,2022,mixed,passes,0.65,0.9430659579003652,0.9287951013801642,-0.014270856520200992
development,summer_internationals_2022,summer_internationals,2022,mixed,bad_passes,0.55,0.9487191701595392,0.9497285307952786,0.0010093606357394203
development,summer_internationals_2022,summer_internationals,2022,mixed,turnovers_conceded,0.3,0.9835790799792953,0.9873777713860908,0.0037986914067955624
development,summer_internationals_2022,summer_internationals,2022,mixed,penalties_conceded,0.35,1.0113216916951466,1.0137701354099193,0.002448443714772708
